Time (s),Channel 1 (V),Channel 2 (V),Math 1 (A)
-2.5,0.8709383421946775,0.9639731875385423,-0.00300966057545079
-2.4996875,0.8737736555782486,0.9668018425127828,-0.003007770366528407
-2.499375,0.8756638645006267,0.969630497487018,-0.003004935053144841
-2.4990625,0.8794442823453861,0.9743449224440811,-0.003001154635300081
-2.49875,0.8822795957289581,0.9781164624097333,-0.00299737421745532
-2.4984375,0.885114909112525,0.9800022323925568,-0.002995484008532942
-2.498125,0.8870051180349048,0.9828308873667946,-0.002991703590688183
-2.4978125,0.8898404314184717,0.9866024273324416,-0.002989813381765805
-2.4975,0.8936208492632336,0.9903739672980956,-0.002986032963921044
-2.4971875,0.8945659537244235,0.9913168522895082,-0.002984142754998664
-2.496875,0.8992914760303682,0.9950883922551552,-0.002981307441615098
-2.4965625,0.9011816849527523,0.9979170472293964,-0.002977527023770335
-2.49625,0.9040169983363218,1.000745702203634,-0.002974691710386766
-2.4959375,0.9077974161810811,1.004517242169285,-0.002973746605925576
-2.495625,0.9106327295646506,1.00640301215211,-0.002970911292542007
-2.4953125,0.9134680429482228,1.010174552117762,-0.002968075979158435
-2.495,0.9163033563317897,1.012060322100586,-0.002965240665774868
-2.4946875,0.9200837741765491,1.015831862066236,-0.002962405352391298
-2.494375,0.9219739830989303,1.017717632049065,-0.002960515143468916
-2.4940625,0.9238641920213084,1.021489172014712,-0.002957679830085349
-2.49375,0.9276446098660678,1.025260711980362,-0.002955789621162969
-2.4934375,0.9295348187884457,1.028089366954598,-0.002952009203318213
-2.493125,0.9333152366332067,1.030918021928838,-0.00294822878547345
-2.4928125,0.9361505500167762,1.034689561894488,-0.002945393472089881
-2.4925,0.9389858634003433,1.037518216868724,-0.002942558158706314
-2.4921875,0.9418211767839153,1.041289756834377,-0.002940667949783932
-2.491875,0.9456015946286772,1.043175526817205,-0.002937832636400359
-2.4915625,0.9484369080122441,1.046947066782852,-0.002934052218555603
-2.49125,0.9512722213958136,1.048832836765678,-0.002932162009633223
-2.4909375,0.9550526392405755,1.052604376731331,-0.00292932669624965
-2.490625,0.9578879526241424,1.055433031705566,-0.002925546278404894
-2.4903125,0.9607232660077121,1.058261686679804,-0.002924601173943705
-2.49,0.964503683852468,1.061090341654039,-0.002920820756098949
-2.4896875,0.9673389972360409,1.06391899662828,-0.002917985442715376
-2.489375,0.9711194150808002,1.066747651602517,-0.002915150129331806
-2.4890625,0.9748998329255562,1.069576306576753,-0.00291136971148705
-2.48875,0.9767900418479392,1.072404961550993,-0.002908534398103477
-2.4884375,0.9796253552315086,1.076176501516644,-0.002905699084719908
-2.488125,0.9824606686150783,1.079948041482294,-0.002901918666875149
-2.4878125,0.9843508775374579,1.082776696456532,-0.002897193144569199
-2.4875,0.9871861909210299,1.086548236422185,-0.002894357831185628
-2.4871875,0.9900215043045968,1.08937689139642,-0.00289246762226325
-2.486875,0.9928568176881665,1.093148431362071,-0.002887742099957301
-2.4865625,0.9947470266105486,1.095977086336311,-0.002884906786573728
-2.48625,0.9975823399941155,1.098805741310546,-0.002881126368728972
-2.4859375,1.001362757838875,1.102577281276197,-0.002879236159806593
-2.485625,1.004198071222442,1.106348821241844,-0.002876400846423026
-2.4853125,1.007033384606014,1.108234591224672,-0.002873565533039454
-2.485,1.008923593528394,1.112006131190323,-0.002870730219655884
-2.4846875,1.011758906911961,1.114834786164558,-0.002867894906272317
-2.484375,1.013649115834343,1.117663441138798,-0.002864114488427555
-2.4840625,1.017429533679105,1.12049209611304,-0.002862224279505173
-2.48375,1.020264847062672,1.124263636078687,-0.002859388966121606
-2.4834375,1.024045264907431,1.127092291052925,-0.002856553652738036
-2.483125,1.027825682752192,1.131806716009989,-0.002852773234893277
-2.4828125,1.02971589167457,1.133692485992813,-0.002851828130432087
-2.4825,1.03255120505814,1.137464025958463,-0.002848992817048518
-2.4821875,1.034441413980518,1.140292680932699,-0.002845212399203762
-2.481875,1.038221831825278,1.145007105889764,-0.002843322190281379
-2.4815625,1.039166936286468,1.14689287587259,-0.002839541772436619
-2.48125,1.042947354131224,1.149721530846825,-0.002837651563514241
-2.4809375,1.045782667514797,1.153493070812478,-0.00283387114566948
-2.480625,1.048617980898367,1.156321725786716,-0.002831035832285911
-2.4803125,1.051453294281936,1.160093265752366,-0.002828200518902342
-2.48,1.054288607665506,1.162921920726604,-0.002825365205518772
-2.4796875,1.058069025510267,1.165750575700845,-0.002823474996596389
-2.479375,1.059959234432645,1.169522115666492,-0.002820639683212822
-2.4790625,1.063739652277404,1.173293655632143,-0.002817804369829253
-2.47875,1.066574965660976,1.175179425614971,-0.00281496905644568
-2.4784375,1.069410279044543,1.178008080589206,-0.002811188638600924
-2.478125,1.072245592428113,1.180836735563443,-0.002810243534139735
-2.4778125,1.076026010272869,1.183665390537679,-0.002807408220756168
-2.4775,1.078861323656441,1.186494045511919,-0.002805518011833785
-2.4771875,1.081696637040011,1.189322700486157,-0.002802682698450216
-2.476875,1.084531950423578,1.192151355460392,-0.002799847385066649
-2.4765625,1.08736726380715,1.194980010434633,-0.002797957176144266
-2.47625,1.09020257719072,1.197808665408874,-0.002796066967221883
-2.4759375,1.091147681651909,1.201580205374521,-0.002792286549377128
-2.475625,1.093982995035479,1.204408860348759,-0.002788506131532368
-2.4753125,1.09681830841905,1.208180400314413,-0.002785670818148796
