Time (s) ,Force (N)
   5.381 ,  0.0353
   5.382 ,  0.03551
   5.383 ,  0.03473
   5.384 ,  0.03487
   5.385 ,  0.03535
   5.386 ,  0.03511
   5.387 ,  0.03502
   5.388 ,  0.0355
   5.389 ,  0.03552
   5.39  ,  0.0351
   5.391 ,  0.03491
   5.392 ,  0.03551
   5.393 ,  0.0361
   5.394 ,  0.03621
   5.395 ,  0.03598
   5.396 ,  0.03564
   5.397 ,  0.03555
   5.398 ,  0.03603
   5.399 ,  0.0356
   5.4   ,  0.0358
   5.401 ,  0.03573
   5.402 ,  0.03554
   5.403 ,  0.03515
   5.404 ,  0.03507
   5.405 ,  0.03555
   5.406 ,  0.03499
   5.407 ,  0.03472
   5.408 ,  0.03487
   5.409 ,  0.03514
   5.41  ,  0.0344
   5.411 ,  0.03337
   5.412 ,  0.0334
   5.413 ,  0.03393
   5.414 ,  0.0338
   5.415 ,  0.03369
   5.416 ,  0.03331
   5.417 ,  0.0336
   5.418 ,  0.03307
   5.419 ,  0.03318
   5.42  ,  0.03277
   5.421 ,  0.0324
   5.422 ,  0.03236
   5.423 ,  0.03176
   5.424 ,  0.03146
   5.425 ,  0.03081
   5.426 ,  0.02997
   5.427 ,  0.02935
   5.428 ,  0.02986
   5.429 ,  0.03073
   5.43  ,  0.02985
   5.431 ,  0.02883
   5.432 ,  0.02854
   5.433 ,  0.02815
   5.434 ,  0.02869
   5.435 ,  0.02848
   5.436 ,  0.02901
   5.437 ,  0.02905
   5.438 ,  0.02883
   5.439 ,  0.02918
   5.44  ,  0.02999
   5.441 ,  0.02988
   5.442 ,  0.03079
   5.443 ,  0.0309
   5.444 ,  0.03108
   5.445 ,  0.03092
   5.446 ,  0.03094
   5.447 ,  0.03086
   5.448 ,  0.03092
   5.449 ,  0.03151
   5.45  ,  0.03243
   5.451 ,  0.03256
   5.452 ,  0.03241
   5.453 ,  0.03207
   5.454 ,  0.03151
   5.455 ,  0.03173
   5.456 ,  0.03256
   5.457 ,  0.03285
   5.458 ,  0.03277
   5.459 ,  0.03324
   5.46  ,  0.03288
   5.461 ,  0.03371
   5.462 ,  0.03419
   5.463 ,  0.03518
   5.464 ,  0.03506
   5.465 ,  0.03429
   5.466 ,  0.03474
   5.467 ,  0.03416
   5.468 ,  0.03348
   5.469 ,  0.03415
   5.47  ,  0.03426
   5.471 ,  0.03493
   5.472 ,  0.03548
   5.473 ,  0.03535
   5.474 ,  0.03519
   5.475 ,  0.03495
   5.476 ,  0.03457
   5.477 ,  0.03481
   5.478 ,  0.03456
   5.479 ,  0.03434
   5.48  ,  0.0339
   5.481 ,  0.03309
   5.482 ,  0.03295
   5.483 ,  0.03371
   5.484 ,  0.03365
   5.485 ,  0.03366
   5.486 ,  0.03372
   5.487 ,  0.03383
   5.488 ,  0.03323
   5.489 ,  0.03275
   5.49  ,  0.03198
   5.491 ,  0.0324
   5.492 ,  0.0326
   5.493 ,  0.03295
   5.494 ,  0.03266
   5.495 ,  0.03183
   5.496 ,  0.03212
   5.497 ,  0.03207
   5.498 ,  0.03215
   5.499 ,  0.03281
   5.5   ,  0.03249
   5.501 ,  0.03228
   5.502 ,  0.03221
   5.503 ,  0.03319
   5.504 ,  0.03372
   5.505 ,  0.03282
   5.506 ,  0.03317
   5.507 ,  0.03298
   5.508 ,  0.03343
   5.509 ,  0.03334
   5.51  ,  0.03322
   5.511 ,  0.03264
   5.512 ,  0.0328
   5.513 ,  0.03353
   5.514 ,  0.03386
   5.515 ,  0.03399
   5.516 ,  0.03376
   5.517 ,  0.03306
   5.518 ,  0.03339
   5.519 ,  0.03375
   5.52  ,  0.03393
   5.521 ,  0.0336
   5.522 ,  0.03271
   5.523 ,  0.0327
   5.524 ,  0.03229
   5.525 ,  0.03278
   5.526 ,  0.0327
   5.527 ,  0.03285
   5.528 ,  0.0322
   5.529 ,  0.03258
   5.53  ,  0.033
   5.531 ,  0.03266
   5.532 ,  0.03187
   5.533 ,  0.03139
   5.534 ,  0.03204
   5.535 ,  0.03281
   5.536 ,  0.03326
   5.537 ,  0.03262
   5.538 ,  0.03182
   5.539 ,  0.03154
   5.54  ,  0.03226
   5.541 ,  0.03314
   5.542 ,  0.03305
   5.543 ,  0.03299
   5.544 ,  0.03323
   5.545 ,  0.03303
   5.546 ,  0.03282
   5.547 ,  0.03242
   5.548 ,  0.03159
   5.549 ,  0.03177
   5.55  ,  0.03183
   5.551 ,  0.03207
   5.552 ,  0.03233
   5.553 ,  0.03181
   5.554 ,  0.03122
   5.555 ,  0.03117
   5.556 ,  0.03189
   5.557 ,  0.03145
   5.558 ,  0.03155
   5.559 ,  0.03103
   5.56  ,  0.03175
   5.561 ,  0.03164
   5.562 ,  0.03128
   5.563 ,  0.03135
   5.564 ,  0.03244
   5.565 ,  0.03238
   5.566 ,  0.03241
   5.567 ,  0.03226
   5.568 ,  0.03236
   5.569 ,  0.03253
   5.57  ,  0.03249
   5.571 ,  0.03291
   5.572 ,  0.03326
   5.573 ,  0.03327
   5.574 ,  0.03321
   5.575 ,  0.03337
   5.576 ,  0.03251
   5.577 ,  0.03272
   5.578 ,  0.03246
   5.579 ,  0.03254
   5.58  ,  0.03227
   5.581 ,  0.03234
   5.582 ,  0.03148
   5.583 ,  0.03113
   5.584 ,  0.03192
   5.585 ,  0.03232
   5.586 ,  0.03245
   5.587 ,  0.03177
   5.588 ,  0.03103
   5.589 ,  0.03109
   5.59  ,  0.0309
   5.591 ,  0.03099
   5.592 ,  0.03046
   5.593 ,  0.03093
   5.594 ,  0.03148
   5.595 ,  0.03128
   5.596 ,  0.03164
   5.597 ,  0.03168
   5.598 ,  0.03225
   5.599 ,  0.03238
   5.6   ,  0.03304
   5.601 ,  0.03314
   5.602 ,  0.03333
   5.603 ,  0.03312
   5.604 ,  0.03318
   5.605 ,  0.03394
   5.606 ,  0.03443
   5.607 ,  0.03417
   5.608 ,  0.03436
   5.609 ,  0.03398
   5.61  ,  0.03385
   5.611 ,  0.03429
   5.612 ,  0.0338
   5.613 ,  0.03367
   5.614 ,  0.03368
   5.615 ,  0.03386
   5.616 ,  0.03328
   5.617 ,  0.03301
   5.618 ,  0.0322
   5.619 ,  0.03296
   5.62  ,  0.03202
   5.621 ,  0.03152
   5.622 ,  0.03157
   5.623 ,  0.03098
   5.624 ,  0.03037
   5.625 ,  0.03079
   5.626 ,  0.03067
   5.627 ,  0.03109
   5.628 ,  0.03122
   5.629 ,  0.0303
   5.63  ,  0.03121
   5.631 ,  0.03104
   5.632 ,  0.03118
   5.633 ,  0.03055
   5.634 ,  0.03124
   5.635 ,  0.03081
   5.636 ,  0.03164
   5.637 ,  0.03164
   5.638 ,  0.03202
   5.639 ,  0.03215
   5.64  ,  0.03254
   5.641 ,  0.03325
   5.642 ,  0.03395
   5.643 ,  0.03338
   5.644 ,  0.03291
   5.645 ,  0.03267
   5.646 ,  0.03325
   5.647 ,  0.03406
   5.648 ,  0.03341
   5.649 ,  0.03376
   5.65  ,  0.03352
   5.651 ,  0.03409
   5.652 ,  0.03351
   5.653 ,  0.03374
   5.654 ,  0.03318
   5.655 ,  0.0323
   5.656 ,  0.03189
   5.657 ,  0.03171
   5.658 ,  0.03106
   5.659 ,  0.03032
   5.66  ,  0.02995
   5.661 ,  0.03044
   5.662 ,  0.03077
   5.663 ,  0.03144
   5.664 ,  0.03102
   5.665 ,  0.03055
   5.666 ,  0.03052
   5.667 ,  0.03024
   5.668 ,  0.02963
   5.669 ,  0.02922
   5.67  ,  0.02883
   5.671 ,  0.0287
   5.672 ,  0.02856
   5.673 ,  0.02909
   5.674 ,  0.02918
   5.675 ,  0.02927
   5.676 ,  0.02935
   5.677 ,  0.03004
   5.678 ,  0.03003
   5.679 ,  0.02914
   5.68  ,  0.0287
   5.681 ,  0.02869
   5.682 ,  0.02913
   5.683 ,  0.02906
   5.684 ,  0.02928
   5.685 ,  0.02916
   5.686 ,  0.02909
   5.687 ,  0.02969
   5.688 ,  0.02984
   5.689 ,  0.03001
   5.69  ,  0.03004
   5.691 ,  0.02964
   5.692 ,  0.0298
   5.693 ,  0.0299
   5.694 ,  0.02989
   5.695 ,  0.03003
   5.696 ,  0.02986
   5.697 ,  0.03062
   5.698 ,  0.03115
   5.699 ,  0.03106
   5.7   ,  0.03133
   5.701 ,  0.03134
   5.702 ,  0.03084
   5.703 ,  0.03167
   5.704 ,  0.03181
   5.705 ,  0.0308
   5.706 ,  0.03136
   5.707 ,  0.03121
   5.708 ,  0.03145
   5.709 ,  0.03177
   5.71  ,  0.03157
   5.711 ,  0.03154
   5.712 ,  0.03201
   5.713 ,  0.0309
   5.714 ,  0.0315
   5.715 ,  0.03118
   5.716 ,  0.03102
   5.717 ,  0.03018
   5.718 ,  0.02946
   5.719 ,  0.02962
   5.72  ,  0.02967
   5.721 ,  0.02875
   5.722 ,  0.02905
   5.723 ,  0.02955
   5.724 ,  0.02883
   5.725 ,  0.02864
   5.726 ,  0.02876
   5.727 ,  0.0287
   5.728 ,  0.02945
   5.729 ,  0.0294
   5.73  ,  0.02914
   5.731 ,  0.02966
   5.732 ,  0.02908
   5.733 ,  0.02905
   5.734 ,  0.0295
   5.735 ,  0.03043
   5.736 ,  0.03095
   5.737 ,  0.03095
   5.738 ,  0.03126
   5.739 ,  0.03189
   5.74  ,  0.03198
   5.741 ,  0.03249
   5.742 ,  0.03312
   5.743 ,  0.03293
   5.744 ,  0.03278
   5.745 ,  0.03331
   5.746 ,  0.03342
   5.747 ,  0.03315
   5.748 ,  0.03281
   5.749 ,  0.03324
   5.75  ,  0.0334
   5.751 ,  0.0333
   5.752 ,  0.03317
   5.753 ,  0.03323
   5.754 ,  0.03275
   5.755 ,  0.03309
   5.756 ,  0.03285
   5.757 ,  0.03218
   5.758 ,  0.03238
   5.759 ,  0.03224
   5.76  ,  0.0321
   5.761 ,  0.03218
   5.762 ,  0.03192
   5.763 ,  0.03157
   5.764 ,  0.03116
   5.765 ,  0.03199
   5.766 ,  0.03269
   5.767 ,  0.03239
   5.768 ,  0.03228
   5.769 ,  0.0328
   5.77  ,  0.03219
   5.771 ,  0.03203
   5.772 ,  0.03235
   5.773 ,  0.03161
   5.774 ,  0.03186
   5.775 ,  0.03274
   5.776 ,  0.03188
   5.777 ,  0.03167
   5.778 ,  0.032
   5.779 ,  0.03264
   5.78  ,  0.03264
   5.781 ,  0.03264
   5.782 ,  0.03235
   5.783 ,  0.03187
   5.784 ,  0.03119
   5.785 ,  0.03133
   5.786 ,  0.03111
   5.787 ,  0.03092
   5.788 ,  0.03185
   5.789 ,  0.03142
   5.79  ,  0.03088
   5.791 ,  0.03072
   5.792 ,  0.03071
   5.793 ,  0.03031
   5.794 ,  0.03036
   5.795 ,  0.0298
   5.796 ,  0.02896
   5.797 ,  0.02832
   5.798 ,  0.02915
   5.799 ,  0.02863
   5.8   ,  0.02898
   5.801 ,  0.0295
   5.802 ,  0.03024
   5.803 ,  0.02988
   5.804 ,  0.02991
   5.805 ,  0.03008
   5.806 ,  0.0296
   5.807 ,  0.03012
   5.808 ,  0.03082
   5.809 ,  0.0314
   5.81  ,  0.03099
   5.811 ,  0.03117
   5.812 ,  0.03155
   5.813 ,  0.0317
   5.814 ,  0.03212
   5.815 ,  0.03201
   5.816 ,  0.03119
   5.817 ,  0.03163
   5.818 ,  0.03117
   5.819 ,  0.03043
   5.82  ,  0.03015
   5.821 ,  0.03021
   5.822 ,  0.03023
   5.823 ,  0.02977
   5.824 ,  0.02947
   5.825 ,  0.02951
   5.826 ,  0.02969
   5.827 ,  0.03007
   5.828 ,  0.03051
   5.829 ,  0.03012
   5.83  ,  0.03071
   5.831 ,  0.03106
   5.832 ,  0.03122
   5.833 ,  0.03171
   5.834 ,  0.03238
   5.835 ,  0.03243
   5.836 ,  0.03271
   5.837 ,  0.03344
   5.838 ,  0.03312
   5.839 ,  0.03324
   5.84  ,  0.03359
   5.841 ,  0.03398
   5.842 ,  0.03378
   5.843 ,  0.03287
   5.844 ,  0.03253
   5.845 ,  0.03169
   5.846 ,  0.03181
   5.847 ,  0.03216
   5.848 ,  0.03135
   5.849 ,  0.03116
   5.85  ,  0.03071
   5.851 ,  0.03025
   5.852 ,  0.02933
   5.853 ,  0.02892
   5.854 ,  0.02913
   5.855 ,  0.02892
   5.856 ,  0.02923
   5.857 ,  0.02874
   5.858 ,  0.02833
   5.859 ,  0.02832
   5.86  ,  0.02935
   5.861 ,  0.03014
   5.862 ,  0.02951
   5.863 ,  0.02969
   5.864 ,  0.02986
   5.865 ,  0.03001
   5.866 ,  0.03063
   5.867 ,  0.03097
   5.868 ,  0.03086
   5.869 ,  0.03183
   5.87  ,  0.03255
   5.871 ,  0.0328
   5.872 ,  0.0326
   5.873 ,  0.0324
   5.874 ,  0.03204
   5.875 ,  0.03201
   5.876 ,  0.03261
   5.877 ,  0.03235
   5.878 ,  0.0315
   5.879 ,  0.03125
   5.88  ,  0.03194
   5.881 ,  0.03198
   5.882 ,  0.03132
   5.883 ,  0.03158
   5.884 ,  0.03123
   5.885 ,  0.0313
   5.886 ,  0.03203
   5.887 ,  0.03116
   5.888 ,  0.03138
   5.889 ,  0.0318
   5.89  ,  0.03222
   5.891 ,  0.03256
   5.892 ,  0.0325
   5.893 ,  0.03247
   5.894 ,  0.03274
   5.895 ,  0.03221
   5.896 ,  0.033
   5.897 ,  0.03344
   5.898 ,  0.0331
   5.899 ,  0.03316
   5.9   ,  0.03381
   5.901 ,  0.03334
   5.902 ,  0.03363
   5.903 ,  0.03347
   5.904 ,  0.03279
   5.905 ,  0.03338
   5.906 ,  0.03299
   5.907 ,  0.03302
   5.908 ,  0.03267
   5.909 ,  0.0325
   5.91  ,  0.03289
   5.911 ,  0.03363
   5.912 ,  0.03324
   5.913 ,  0.03325
   5.914 ,  0.03302
   5.915 ,  0.03274
   5.916 ,  0.03307
   5.917 ,  0.03327
   5.918 ,  0.03316
   5.919 ,  0.0334
   5.92  ,  0.03319
   5.921 ,  0.0333
   5.922 ,  0.03383
   5.923 ,  0.03354
   5.924 ,  0.03373
   5.925 ,  0.03326
   5.926 ,  0.03345
   5.927 ,  0.03289
   5.928 ,  0.03241
   5.929 ,  0.03255
   5.93  ,  0.03228
   5.931 ,  0.03222
   5.932 ,  0.03195
   5.933 ,  0.03148
   5.934 ,  0.03114
   5.935 ,  0.03062
   5.936 ,  0.0309
   5.937 ,  0.03016
   5.938 ,  0.03012
   5.939 ,  0.02999
   5.94  ,  0.02984
   5.941 ,  0.03036
   5.942 ,  0.02986
   5.943 ,  0.0304
   5.944 ,  0.02993
   5.945 ,  0.03042
   5.946 ,  0.03118
   5.947 ,  0.03057
   5.948 ,  0.03035
   5.949 ,  0.03106
   5.95  ,  0.03122
   5.951 ,  0.03184
   5.952 ,  0.03196
   5.953 ,  0.03223
   5.954 ,  0.03186
   5.955 ,  0.03242
   5.956 ,  0.03256
   5.957 ,  0.03241
   5.958 ,  0.03285
   5.959 ,  0.03245
   5.96  ,  0.03266
   5.961 ,  0.03278
   5.962 ,  0.03332
   5.963 ,  0.0327
   5.964 ,  0.0325
   5.965 ,  0.03317
   5.966 ,  0.03347
   5.967 ,  0.03286
   5.968 ,  0.03274
   5.969 ,  0.03273
   5.97  ,  0.03299
   5.971 ,  0.03351
   5.972 ,  0.03338
   5.973 ,  0.03293
   5.974 ,  0.03318
   5.975 ,  0.03325
   5.976 ,  0.03309
   5.977 ,  0.03325
   5.978 ,  0.03356
   5.979 ,  0.0332
   5.98  ,  0.03307
   5.981 ,  0.03396
   5.982 ,  0.03395
   5.983 ,  0.03324
   5.984 ,  0.03368
   5.985 ,  0.03387
   5.986 ,  0.03405
   5.987 ,  0.03408
   5.988 ,  0.034
   5.989 ,  0.03378
   5.99  ,  0.03383
   5.991 ,  0.03392
   5.992 ,  0.03366
   5.993 ,  0.03378
   5.994 ,  0.03368
   5.995 ,  0.03357
   5.996 ,  0.0334
   5.997 ,  0.03332
   5.998 ,  0.03328
   5.999 ,  0.0328
   6     ,  0.03235
   6.001 ,  0.03254
