Time_s,VideoAnalysis: X (m),Distance_m,VideoAnalysis: X Velocity (m/s),VideoAnalysis: Y Velocity (m/s)
122.145000,0.305129,0.154013,0.145259,-0.181287
122.178333,0.309552,0.147565,0.101377,-0.220768
122.211667,0.310269,0.141175,0.093888,-0.304083
122.245000,0.314576,0.127312,0.117292,-0.387882
122.278333,0.318883,0.113449,0.122888,-0.425051
122.311667,0.323190,0.099587,0.112892,-0.471245
122.345000,0.327439,0.082017,0.075189,-0.510824
122.378333,0.327981,0.064505,0.047094,-0.528923
122.411667,0.328522,0.046994,0.071469,-0.550936
122.445000,0.332771,0.029424,0.095309,-0.606932
122.478333,0.336903,0.004440,0.070546,-0.609633
122.511667,0.337445,-0.013072,0.043422,-0.565946
122.545000,0.337987,-0.030584,0.061667,-0.584773
122.578333,0.342177,-0.051861,0.064465,-0.603357
122.611667,0.342661,-0.073079,0.055731,-0.569229
122.645000,0.346909,-0.090649,0.022671,-0.509999
122.678333,0.343802,-0.104395,0.000997,-0.512748
122.711667,0.344286,-0.125614,0.044539,-0.494892
122.745000,0.348593,-0.139477,0.042566,-0.423789
122.778333,0.349193,-0.153281,-0.008982,-0.361178
122.811667,0.346144,-0.163320,-0.017279,-0.299246
122.845000,0.346802,-0.173418,0.011496,-0.237896
122.878333,0.347518,-0.179808,0.028156,-0.160906
122.911667,0.348293,-0.182491,0.047323,-0.121037
122.945000,0.352716,-0.188939,0.011319,-0.052489
122.978333,0.349842,-0.187856,-0.042541,0.059600
123.011667,0.347026,-0.183067,-0.026075,0.124233
123.045000,0.347917,-0.178335,-0.006957,0.161013
123.078333,0.348808,-0.173604,-0.042961,0.229560
123.111667,0.346050,-0.165107,-0.102902,0.347925
123.145000,0.339702,-0.149137,-0.104681,0.431385
123.178333,0.337061,-0.133226,-0.052163,0.430560
123.211667,0.338068,-0.121080,-0.045838,0.439731
123.245000,0.335427,-0.105169,-0.079190,0.480426
123.278333,0.332786,-0.089258,-0.115436,0.533526
123.311667,0.326496,-0.069581,-0.120790,0.586142
123.345000,0.323913,-0.049963,-0.101671,0.622922
123.378333,0.321388,-0.026637,-0.120256,0.620124
123.411667,0.315098,-0.006961,-0.117895,0.573736
123.445000,0.312456,0.008950,-0.089848,0.588746
123.478333,0.309932,0.032276,-0.086516,0.604144
123.511667,0.307349,0.051894,-0.102739,0.554957
123.545000,0.304707,0.067806,-0.158638,0.537295
123.578333,0.294710,0.087540,-0.155889,0.515622
123.611667,0.292069,0.103452,-0.091838,0.462084
123.645000,0.289427,0.119363,-0.049850,0.381082
123.678333,0.290377,0.127801,-0.053862,0.322434
123.711667,0.287677,0.140006,-0.110052,0.286236
123.745000,0.281212,0.148561,-0.123434,0.211986
123.778333,0.278396,0.153350,-0.111275,0.158615
123.811667,0.275580,0.158140,-0.134835,0.123614
123.846667,0.269057,0.162988,-0.150746,0.060071
123.880000,0.262476,0.164129,-0.099278,-0.050617
123.913333,0.263192,0.157739,-0.063745,-0.119155
123.946667,0.260259,0.155114,-0.080018,-0.162297
123.980000,0.257269,0.148782,-0.090597,-0.245562
124.013333,0.254220,0.138743,-0.101127,-0.325739
124.046667,0.251112,0.124997,-0.120197,-0.359430
124.080000,0.244356,0.115016,-0.092976,-0.396939
124.113333,0.244956,0.101212,-0.066725,-0.496234
124.146667,0.241732,0.080051,-0.082997,-0.548509
124.180000,0.238567,0.062598,-0.079908,-0.548558
124.213333,0.235401,0.045145,-0.052638,-0.582977
124.246667,0.235885,0.023926,-0.043904,-0.617105
124.280000,0.232661,0.002765,-0.040911,-0.623332
124.313333,0.233144,-0.018453,-0.040620,-0.604796
124.346667,0.229979,-0.035907,-0.040863,-0.620243
124.380000,0.230404,-0.060833,-0.040669,-0.607886
124.413333,0.227238,-0.078286,-0.036706,-0.552327
124.446667,0.227780,-0.095798,-0.024154,-0.540164
124.480000,0.224614,-0.113251,0.012772,-0.550014
124.513333,0.228805,-0.134528,0.044296,-0.510338
124.546667,0.229405,-0.148333,0.023787,-0.438944
124.580000,0.230005,-0.162137,0.012012,-0.401678
124.613333,0.230605,-0.175941,-0.005601,-0.342690
124.646667,0.227556,-0.185980,0.035822,-0.262999
124.680000,0.231979,-0.192429,0.098531,-0.205273
124.713333,0.236403,-0.198877,0.102251,-0.165161
124.746667,0.240826,-0.205325,0.054181,-0.077883
124.780000,0.237952,-0.204243,0.055637,0.014796
124.813333,0.242492,-0.203277,0.112313,0.081887
124.846667,0.247091,-0.198604,0.128730,0.143431
124.880000,0.251689,-0.193930,0.126660,0.208355
124.913333,0.256345,-0.185550,0.100216,0.295292
124.946667,0.257353,-0.173404,0.101235,0.360168
124.980000,0.262068,-0.161317,0.126872,0.418476
125.013333,0.266841,-0.145522,0.127697,0.470995
125.046667,0.271614,-0.129727,0.106751,0.514585
125.080000,0.272738,-0.110167,0.116311,0.532975
125.113333,0.277511,-0.094372,0.172258,0.553727
125.146667,0.286050,-0.074929,0.179359,0.612326
125.180000,0.290939,-0.051720,0.145571,0.625218
125.213333,0.295771,-0.032218,0.108305,0.613443
125.246667,0.296895,-0.012658,0.105652,0.641295
125.280000,0.301784,0.010551,0.130755,0.665621
125.313333,0.306674,0.033760,0.130318,0.637818
125.346667,0.311505,0.053262,0.104973,0.598045
125.380000,0.312629,0.072822,0.104584,0.573330
125.413333,0.317461,0.092324,0.128619,0.529692
125.446667,0.322234,0.108119,0.124850,0.486490
125.480000,0.327007,0.123914,0.090431,0.459220
125.513333,0.328073,0.139767,0.061754,0.404049
125.546667,0.329080,0.151912,0.088104,0.319752
125.580000,0.333737,0.160293,0.120633,0.253382
125.613333,0.338393,0.168673,0.117975,0.189565
125.648333,0.342992,0.173346,0.080694,0.126357
125.681667,0.343883,0.178078,0.040371,0.045600
125.715000,0.344658,0.175395,0.030353,-0.015674
125.748333,0.345491,0.176419,0.032799,-0.062097
125.781667,0.346265,0.173736,0.049684,-0.167425
125.815000,0.350630,0.163581,0.020909,-0.228774
125.848333,0.347640,0.157249,-0.007428,-0.262320
125.881667,0.348298,0.147152,0.010185,-0.321308
125.915000,0.348956,0.137054,0.011915,-0.407857
125.948333,0.349498,0.119543,0.001434,-0.484944
125.981667,0.350039,0.102031,-0.035783,-0.493630
126.015000,0.346932,0.088285,-0.067356,-0.536395
126.048333,0.343708,0.067125,-0.052832,-0.595334
126.081667,0.344192,0.045906,-0.052783,-0.592245
126.115000,0.341026,0.028452,-0.071513,-0.604311
126.148333,0.337802,0.007292,-0.050616,-0.650990
126.181667,0.338227,-0.017634,-0.044146,-0.632552
126.215000,0.335062,-0.035087,-0.046799,-0.604699
126.248333,0.335545,-0.056306,-0.065432,-0.610587
126.281667,0.332322,-0.077467,-0.123595,-0.575682
126.315000,0.325449,-0.094862,-0.132280,-0.538465
126.348333,0.322283,-0.112315,-0.110364,-0.520268
126.381667,0.319118,-0.129769,-0.109927,-0.492465
126.415000,0.315952,-0.147222,-0.133379,-0.411754
126.448333,0.309196,-0.157203,-0.135158,-0.328294
126.481667,0.306147,-0.167242,-0.115991,-0.288425
126.515000,0.303098,-0.177281,-0.136694,-0.229388
126.548333,0.296400,-0.183554,-0.144700,-0.148920
126.581667,0.293468,-0.186179,-0.153046,-0.090078
126.615000,0.286828,-0.188745,-0.170950,-0.049625
126.648333,0.280188,-0.191312,-0.144877,0.036487
126.681667,0.277372,-0.186522,-0.124933,0.125786
126.715000,0.274556,-0.181732,-0.167261,0.185162
126.748333,0.264384,-0.173119,-0.166727,0.219145
126.781667,0.261568,-0.168329,-0.119417,0.280203
126.815000,0.258868,-0.156125,-0.130172,0.382344
126.848333,0.252520,-0.140156,-0.135768,0.419513
126.881667,0.249820,-0.127952,-0.144551,0.450552
126.915000,0.243472,-0.111982,-0.162019,0.518808
126.948333,0.237182,-0.092306,-0.133584,0.558532
126.981667,0.234599,-0.072687,-0.105974,0.545738
127.015000,0.231957,-0.056776,-0.124462,0.549119
127.048333,0.225667,-0.037099,-0.127114,0.576971
127.081667,0.223084,-0.017481,-0.117700,0.586093
127.115000,0.216794,0.002196,-0.083669,0.588649
127.148333,0.217918,0.021756,-0.062141,0.582130
127.181667,0.215335,0.041374,-0.108772,0.564322
127.215000,0.209045,0.061051,-0.112832,0.502585
127.248333,0.206345,0.073255,-0.076100,0.480377
127.281667,0.203762,0.092873,-0.030101,0.458024
127.315000,0.204770,0.105019,0.003057,0.404972
127.348333,0.205836,0.120872,-0.013642,0.324415
127.381667,0.203020,0.125662,-0.008488,0.261502
127.415000,0.204028,0.137807,0.024387,0.215141
127.450000,0.204919,0.142539,0.050041,0.121082
127.483333,0.209459,0.143505,0.028831,0.088877
127.516667,0.206643,0.148295,0.009869,0.055669
127.550000,0.207476,0.149319,0.058047,-0.028503
127.583333,0.211957,0.146578,0.072086,-0.118336
127.616667,0.212674,0.140188,0.074204,-0.180170
127.650000,0.217097,0.133739,0.067443,-0.217145
127.683333,0.217814,0.127349,0.044653,-0.290949
127.716667,0.218414,0.113545,0.062364,-0.343758
127.750000,0.222779,0.103389,0.061927,-0.371562
127.783333,0.223379,0.089585,0.045752,-0.417659
127.816667,0.223979,0.075780,0.072779,-0.467525
127.850000,0.228228,0.058211,0.099855,-0.514301
127.883333,0.232477,0.040641,0.080979,-0.535635
127.916667,0.233018,0.023129,0.077356,-0.569569
127.950000,0.237209,0.001852,0.086478,-0.578983
127.983333,0.237750,-0.015659,0.123502,-0.582655
128.016667,0.245648,-0.036995,0.151305,-0.583091
128.050000,0.249897,-0.054565,0.123599,-0.576476
128.083333,0.254088,-0.075842,0.089956,-0.554317
128.116667,0.254629,-0.093353,0.087935,-0.486303
128.150000,0.258936,-0.107216,0.119459,-0.446628
128.183333,0.263243,-0.121079,0.134760,-0.456138
128.216667,0.267492,-0.138648,0.156628,-0.441032
128.250000,0.275506,-0.152569,0.133030,-0.369589
128.283333,0.276165,-0.162667,0.115513,-0.304422
128.316667,0.280530,-0.172822,0.159831,-0.237137
128.350000,0.288661,-0.179329,0.161142,-0.153726
128.383333,0.293142,-0.182070,0.118814,-0.094349
128.416667,0.293917,-0.184753,0.137981,-0.054479
128.450000,0.302106,-0.187552,0.164006,0.028544
128.483333,0.306704,-0.182879,0.143691,0.112295
128.516667,0.311303,-0.178206,0.128876,0.152699
128.550000,0.315901,-0.173533,0.095864,0.215019
128.583333,0.316850,-0.165094,0.088004,0.304754
128.616667,0.321565,-0.153006,0.083136,0.388263
128.650000,0.322631,-0.137153,0.071264,0.419350
128.683333,0.327346,-0.125066,0.037719,0.447688
128.716667,0.324705,-0.109155,0.017161,0.515993
128.750000,0.325829,-0.089595,0.064132,0.555426
128.783333,0.330660,-0.070093,0.067076,0.546109
128.816667,0.331726,-0.054240,0.033287,0.559000
128.850000,0.332850,-0.034680,-0.002911,0.615190
128.883333,0.330325,-0.011354,-0.005854,0.624507
128.916667,0.331450,0.008206,0.018472,0.599404
128.950000,0.332574,0.027766,0.018278,0.587047
128.983333,0.333698,0.047326,-0.009720,0.575126
129.016667,0.331115,0.066945,-0.019474,0.544379
129.050000,0.332181,0.082798,-0.022806,0.528981
129.083333,0.329598,0.102416,-0.026283,0.504315
129.116667,0.330664,0.118269,-0.036668,0.433406
129.150000,0.327964,0.130473,-0.068386,0.381374
129.183333,0.325264,0.142677,-0.075037,0.347061
129.216667,0.322565,0.154881,-0.069625,0.281118
129.250000,0.319807,0.163378,-0.043212,0.168029
129.285000,0.320640,0.164402,-0.044262,0.101188
129.318333,0.317824,0.169192,-0.073052,0.062973
129.351667,0.314950,0.170275,-0.080709,-0.013929
129.385000,0.312017,0.167650,-0.078659,-0.075796
129.418333,0.309085,0.165025,-0.061094,-0.137873
129.451667,0.309801,0.158635,-0.086877,-0.205450
129.485000,0.303103,0.152362,-0.106869,-0.297838
129.518333,0.299996,0.138615,-0.061840,-0.381978
129.551667,0.300596,0.124811,-0.059236,-0.412919
129.585000,0.297489,0.111065,-0.093655,-0.440189
129.618333,0.294381,0.097319,-0.131795,-0.507571
129.651667,0.287450,0.076216,-0.135564,-0.550773
129.685000,0.284285,0.058763,-0.110801,-0.548072
129.718333,0.281119,0.041310,-0.108245,-0.582103
129.751667,0.277895,0.020149,-0.127315,-0.615794
129.785000,0.270965,-0.000953,-0.108876,-0.622264
129.818333,0.271448,-0.022172,-0.108585,-0.603728
129.851667,0.264575,-0.039567,-0.130453,-0.618835
129.885000,0.261293,-0.064435,-0.117950,-0.609761
129.918333,0.258128,-0.081888,-0.138750,-0.556903
129.951667,0.251255,-0.099283,-0.135661,-0.556952
129.985000,0.248031,-0.120444,-0.110315,-0.517179
130.018333,0.244924,-0.134190,-0.109539,-0.467750
130.051667,0.241758,-0.151643,-0.133428,-0.414844
130.085000,0.235002,-0.161624,-0.129562,-0.365463
130.118333,0.231895,-0.175370,-0.091956,-0.332063
130.151667,0.228846,-0.185409,-0.056760,-0.255364
130.185000,0.229562,-0.191799,-0.058830,-0.190440
130.218333,0.226572,-0.198131,-0.101013,-0.121796
130.251667,0.219932,-0.200697,-0.071850,-0.035732
130.285000,0.220765,-0.199673,-0.018312,0.028318
130.318333,0.221598,-0.198649,-0.035877,0.090396
130.351667,0.218782,-0.193859,-0.062661,0.155708
130.385000,0.215966,-0.189070,-0.052131,0.235885
130.418333,0.213266,-0.176866,0.013521,0.284294
130.451667,0.217923,-0.168485,0.050787,0.296069
130.485000,0.218872,-0.160047,0.027334,0.376779
130.518333,0.219938,-0.144194,-0.002006,0.476123
130.551667,0.217355,-0.124575,0.007408,0.485245
130.585000,0.218363,-0.112429,0.069485,0.502810
130.618333,0.223194,-0.092928,0.101301,0.561022
130.651667,0.228025,-0.073426,0.058390,0.583326
130.685000,0.225442,-0.053807,0.052454,0.598870
130.718333,0.230273,-0.034305,0.080695,0.626237
130.751667,0.231456,-0.011038,0.096142,0.625994
130.785000,0.236287,0.008464,0.120419,0.597802
130.818333,0.241118,0.027966,0.101738,0.588825
130.851667,0.242243,0.047526,0.104681,0.579509
130.885000,0.247074,0.067028,0.129056,0.557495
130.918333,0.251905,0.086530,0.127940,0.486441
130.951667,0.256620,0.098617,0.102351,0.431222
130.985000,0.257686,0.114470,0.101769,0.394150
131.018333,0.262401,0.126558,0.128408,0.319570
131.051667,0.267057,0.134938,0.133619,0.266556
131.085000,0.271714,0.143318,0.126472,0.234941
131.118333,0.276370,0.151699,0.096785,0.177677
131.153333,0.277262,0.156430,0.095500,0.095927
131.186667,0.281802,0.157396,0.123285,0.032077
131.220000,0.286342,0.158362,0.128966,-0.029558
131.253333,0.290824,0.155621,0.124944,-0.097536
131.286667,0.295305,0.152880,0.104952,-0.189924
131.320000,0.295964,0.142783,0.131396,-0.276861
131.353333,0.304036,0.132569,0.155528,-0.314321
131.386667,0.308401,0.122413,0.126997,-0.360224
131.420000,0.312708,0.108551,0.092335,-0.402941
131.453333,0.313308,0.094746,0.088808,-0.430696
131.486667,0.317615,0.080884,0.115787,-0.483651
131.520000,0.321864,0.063314,0.120898,-0.551713
131.553333,0.326055,0.042037,0.117517,-0.570200
131.586667,0.330304,0.024467,0.095989,-0.563682
131.620000,0.330845,0.006955,0.113797,-0.610313
131.653333,0.338685,-0.018087,0.110756,-0.607175
131.686667,0.339226,-0.035599,0.083777,-0.554220
131.720000,0.343475,-0.053169,0.074704,-0.541717
131.753333,0.344017,-0.070680,0.071469,-0.550936
131.786667,0.348207,-0.091957,0.075141,-0.513913
131.820000,0.348807,-0.105762,0.079152,-0.455265
131.853333,0.353114,-0.119624,0.088372,-0.458500
131.886667,0.357363,-0.137194,0.030014,-0.435952
131.920000,0.354256,-0.150940,-0.005844,-0.358137
131.953333,0.354914,-0.161038,0.007824,-0.274920
131.986667,0.355631,-0.167428,0.002325,-0.231572
132.020000,0.356289,-0.177525,-0.033679,-0.163025
132.053333,0.353356,-0.180150,-0.072092,-0.051179
132.086667,0.350482,-0.179067,-0.083430,0.013891
132.120000,0.347608,-0.177985,-0.089075,0.047971
132.153333,0.344733,-0.176902,-0.100558,0.103772
132.186667,0.341917,-0.172112,-0.136320,0.187766
132.220000,0.335452,-0.163557,-0.163104,0.253079
132.253333,0.328987,-0.155002,-0.137467,0.311387
132.286667,0.326288,-0.142798,-0.108838,0.363469
132.320000,0.323588,-0.130594,-0.126646,0.410100
132.353333,0.317240,-0.114625,-0.129347,0.434863
132.386667,0.314540,-0.102420,-0.119448,0.474878
132.420000,0.308250,-0.082744,-0.088021,0.508375
132.453333,0.309316,-0.066891,-0.075761,0.502002
132.486667,0.306675,-0.050980,-0.149370,0.537150
132.520000,0.296677,-0.031245,-0.155015,0.571229
132.553333,0.294094,-0.011626,-0.108627,0.573590
132.586667,0.291511,0.007992,-0.112104,0.548924
132.620000,0.288870,0.023903,-0.170898,0.543668
132.653333,0.278873,0.043638,-0.198605,0.550284
132.686667,0.272582,0.063315,-0.147009,0.490762
132.720000,0.269883,0.075519,-0.113658,0.450067
132.753333,0.267242,0.091430,-0.135283,0.450406
132.786667,0.260893,0.107399,-0.160725,0.404455
132.820000,0.254487,0.119662,-0.134135,0.326785
132.853333,0.251729,0.128159,-0.101026,0.270644
132.886667,0.248971,0.136655,-0.095241,0.236289
132.920000,0.246213,0.145152,-0.111384,0.171142
132.953333,0.239690,0.150000,-0.084271,0.059399
132.988333,0.240465,0.147317,-0.058196,-0.007868
133.021667,0.237590,0.148400,-0.080918,-0.047535
133.055000,0.234658,0.145775,-0.097801,-0.121685
133.088333,0.231667,0.139443,-0.126552,-0.173926
133.121667,0.224969,0.133170,-0.117770,-0.204965
133.155000,0.221978,0.126838,-0.059947,-0.261494
133.188333,0.222636,0.116741,-0.042673,-0.342108
133.221667,0.219529,0.102995,-0.037417,-0.400902
133.255000,0.220129,0.089190,-0.034910,-0.438022
133.288333,0.217022,0.075444,-0.026758,-0.509222
133.321667,0.217505,0.054225,0.000415,-0.549820
133.355000,0.218047,0.036714,0.000609,-0.537463
133.388333,0.218589,0.019202,-0.021114,-0.543301
133.421667,0.215423,0.001749,-0.012380,-0.577429
133.455000,0.215906,-0.019470,0.042743,-0.609196
133.488333,0.220097,-0.040747,0.052302,-0.590806
133.521667,0.220639,-0.058259,0.027781,-0.578060
133.555000,0.221122,-0.079478,0.018902,-0.553200
133.588333,0.221664,-0.096989,0.019970,-0.485235
133.621667,0.222264,-0.110794,0.029869,-0.445220
133.655000,0.222863,-0.124598,0.057575,-0.451836
133.688333,0.227112,-0.142168,0.061053,-0.427170
133.721667,0.227712,-0.155972,0.047111,-0.331158
133.755000,0.228429,-0.162362,0.078878,-0.276036
133.788333,0.232794,-0.172518,0.113055,-0.264213
133.821667,0.237159,-0.182673,0.117309,-0.190118
133.855000,0.241641,-0.185415,0.093857,-0.109407
133.888333,0.242416,-0.188097,0.094488,-0.069246
133.921667,0.246897,-0.190839,0.120173,-0.007848
133.955000,0.251438,-0.189873,0.124670,0.081693
133.988333,0.256036,-0.185199,0.110583,0.168436
134.021667,0.256985,-0.176761,0.139018,0.208161
134.055000,0.265291,-0.172146,0.167695,0.263331
134.088333,0.270006,-0.160058,0.147235,0.337815
134.121667,0.274720,-0.147971,0.132371,0.375129
134.155000,0.279435,-0.135883,0.105441,0.431174
134.188333,0.280501,-0.120030,0.112736,0.502131
134.221667,0.285332,-0.100528,0.156375,0.526165
134.255000,0.293813,-0.084792,0.128813,0.542049
134.288333,0.294937,-0.065232,0.076781,0.573767
134.321667,0.296061,-0.045672,0.095462,0.582744
134.355000,0.300892,-0.026170,0.129493,0.585299
134.388333,0.305724,-0.006668,0.135720,0.588292
134.421667,0.310555,0.012834,0.123411,0.591575
134.455000,0.315386,0.032336,0.074128,0.601620
134.488333,0.312861,0.055661,0.091742,0.542631
134.521667,0.321283,0.067691,0.115825,0.502082
134.555000,0.322408,0.087251,0.094249,0.505511
134.588333,0.327181,0.103046,0.078219,0.468682
134.621667,0.328247,0.118899,0.046550,0.419739
134.655000,0.329254,0.131044,0.045627,0.361042
134.688333,0.330262,0.143190,0.066193,0.295427
134.721667,0.334918,0.151571,0.055500,0.211310
134.755000,0.335810,0.156302,-0.000624,0.155140
134.790000,0.332994,0.161092,-0.010306,0.121658
134.823333,0.333885,0.165823,0.010005,0.058603
134.856667,0.334718,0.166847,0.008248,-0.052407
134.890000,0.335434,0.160457,-0.017553,-0.120017
134.923333,0.332501,0.157833,-0.018184,-0.160178
134.956667,0.333218,0.151443,0.005366,-0.234710
134.990000,0.333876,0.141345,0.001451,-0.287180
135.023333,0.334534,0.131248,-0.033065,-0.320628
135.056667,0.331485,0.121209,-0.061840,-0.381978
135.090000,0.328378,0.107463,-0.038679,-0.481224
135.123333,0.328861,0.086244,-0.011263,-0.506375
135.156667,0.329461,0.072440,-0.029702,-0.499905
135.190000,0.326296,0.054986,-0.039601,-0.539921
135.223333,0.326837,0.037475,-0.052977,-0.604602
135.256667,0.323555,0.012607,-0.081073,-0.622701
135.290000,0.320390,-0.004846,-0.084016,-0.613385
135.323333,0.317166,-0.026007,-0.069152,-0.650699
135.356667,0.317591,-0.050933,-0.096422,-0.616280
135.390000,0.310718,-0.068328,-0.123206,-0.550967
135.423333,0.307553,-0.085781,-0.104282,-0.526544
135.456667,0.304387,-0.103235,-0.100902,-0.508057
135.490000,0.301222,-0.120688,-0.106498,-0.470888
135.523333,0.298115,-0.134434,-0.133719,-0.433379
135.556667,0.291300,-0.148122,-0.133622,-0.427201
135.590000,0.288135,-0.165575,-0.107694,-0.350356
135.623333,0.285144,-0.171907,-0.106286,-0.260766
135.656667,0.282095,-0.181946,-0.129981,-0.195502
135.690000,0.275455,-0.184513,-0.129156,-0.142984
135.723333,0.272464,-0.190844,-0.100818,-0.109439
135.756667,0.269532,-0.193469,-0.093426,-0.032303
135.790000,0.266657,-0.192387,-0.101675,0.032718
135.823333,0.263783,-0.191304,-0.137630,0.104355
135.856667,0.257260,-0.186456,-0.163978,0.197471
135.890000,0.250795,-0.177901,-0.140993,0.283632
135.923333,0.248096,-0.165697,-0.121826,0.323502
135.956667,0.245338,-0.157200,-0.164203,0.379789
135.990000,0.235282,-0.141172,-0.156957,0.447657
136.023333,0.232641,-0.125261,-0.091838,0.462084
136.056667,0.230000,-0.109350,-0.048734,0.452136
136.090000,0.231007,-0.097204,-0.048151,0.489208
136.123333,0.228424,-0.077586,-0.090479,0.548585
136.156667,0.222134,-0.057909,-0.059683,0.541921
136.190000,0.223200,-0.042056,0.002200,0.547128
136.223333,0.224324,-0.022496,0.014946,0.571649
136.256667,0.225448,-0.002936,-0.006728,0.568899
136.290000,0.222865,0.016682,-0.007310,0.531828
136.323333,0.223931,0.032535,0.019814,0.488140
136.356667,0.224997,0.048388,0.028693,0.463280
136.390000,0.226063,0.064241,0.034192,0.419933
136.423333,0.227070,0.076387,0.042829,0.379626
136.456667,0.228078,0.088533,0.073431,0.360605
136.490000,0.232793,0.100620,0.079221,0.335793
136.523333,0.233801,0.112766,0.071836,0.264463
136.556667,0.238399,0.117439,0.045945,0.205331
136.590000,0.235641,0.125936,0.054042,0.156973
136.625000,0.240239,0.130609,0.109742,0.053286
136.658333,0.244721,0.127868,0.125682,-0.007992
136.691667,0.249261,0.128834,0.122568,-0.041792
136.725000,0.253743,0.126093,0.094051,-0.097050
136.758333,0.254518,0.123410,0.092789,-0.177372
136.791667,0.258883,0.113255,0.119719,-0.233417
136.825000,0.263307,0.106806,0.125412,-0.264407
136.858333,0.267672,0.096651,0.118360,-0.319917
136.891667,0.272037,0.086495,0.089342,-0.396713
136.925000,0.272579,0.068984,0.088614,-0.443053
136.958333,0.276886,0.055121,0.113377,-0.440352
136.991667,0.281193,0.041258,0.112843,-0.474334
137.025000,0.285442,0.023689,0.087546,-0.511018
137.058333,0.285984,0.006177,0.087304,-0.526464
137.091667,0.290232,-0.011393,0.114913,-0.539259
137.125000,0.294481,-0.028963,0.120655,-0.567159
137.158333,0.298672,-0.050240,0.114476,-0.567062
137.191667,0.302921,-0.067810,0.087158,-0.535732
137.225000,0.303462,-0.085321,0.087498,-0.514107
137.258333,0.307711,-0.102891,0.112892,-0.471245
137.291667,0.312018,-0.116754,0.113523,-0.431084
137.325000,0.316325,-0.130616,0.089051,-0.415249
137.358333,0.316925,-0.144421,0.089342,-0.396713
137.391667,0.321232,-0.158283,0.117923,-0.347721
137.425000,0.325598,-0.168439,0.125266,-0.273675
137.458333,0.330021,-0.174887,0.119670,-0.236506
137.491667,0.334386,-0.185043,0.092789,-0.177372
137.525000,0.335161,-0.187726,0.091010,-0.093912
137.558333,0.339643,-0.190467,0.107476,-0.029279
137.591667,0.344183,-0.189501,0.080643,0.032944
137.625000,0.345016,-0.188477,0.056948,0.098207
137.658333,0.345907,-0.183745,0.082973,0.181231
137.691667,0.350564,-0.175365,0.111651,0.236401
137.725000,0.355220,-0.166984,0.090511,0.267634
137.758333,0.356170,-0.158546,0.072800,0.320444
137.791667,0.360884,-0.146458,0.033804,0.395218
137.825000,0.358243,-0.130547,0.003493,0.432775
137.858333,0.359251,-0.118401,0.019814,0.488140
137.891667,0.360375,-0.098841,0.017792,0.556154
137.925000,0.361499,-0.079281,-0.006728,0.568899
137.958333,0.358916,-0.059663,-0.010108,0.550412
137.991667,0.359982,-0.043810,0.005435,0.556348
138.025000,0.361106,-0.024249,-0.024730,0.603173
138.058333,0.358581,-0.000924,-0.062093,0.585220
138.091667,0.355940,0.014987,-0.074838,0.560699
138.125000,0.353357,0.034606,-0.077734,0.573105
138.158333,0.350774,0.054224,-0.081066,0.557707
138.191667,0.348191,0.073842,-0.088312,0.489839
138.225000,0.345491,0.086046,-0.107722,0.434523
138.258333,0.339143,0.102016,-0.077411,0.396966
138.291667,0.340151,0.114162,-0.041504,0.322240
138.325000,0.337393,0.122659,-0.036151,0.269624
138.358333,0.338342,0.131097,-0.051994,0.238674
138.391667,0.335584,0.139594,-0.111192,0.183359
138.425000,0.329061,0.144442,-0.119884,0.102376
138.460000,0.326187,0.145525,-0.099744,0.047422
138.493333,0.323313,0.146607,-0.101324,0.014192
138.526667,0.320438,0.147690,-0.127553,-0.050197
138.560000,0.313799,0.145123,-0.129447,-0.161520
138.593333,0.310750,0.135084,-0.102712,-0.229922
138.626667,0.307759,0.128752,-0.097164,-0.270180
138.660000,0.304710,0.118713,-0.104508,-0.344226
138.693333,0.301603,0.104967,-0.130047,-0.396356
138.726667,0.294788,0.091279,-0.121265,-0.427395
138.760000,0.291681,0.077533,-0.066482,-0.480787
138.793333,0.292222,0.060021,-0.061372,-0.548849
138.826667,0.288999,0.038861,-0.095597,-0.563762
138.860000,0.285833,0.021408,-0.129385,-0.550870
138.893333,0.278960,0.004012,-0.123643,-0.578771
138.926667,0.275737,-0.017148,-0.071513,-0.604311
138.960000,0.276220,-0.038367,-0.071125,-0.579596
138.993333,0.273055,-0.055820,-0.120117,-0.551016
139.026667,0.266182,-0.073215,-0.120311,-0.563373
139.060000,0.262958,-0.094376,-0.067599,-0.551841
139.093333,0.263500,-0.111887,-0.057409,-0.493290
139.126667,0.260392,-0.125634,-0.078694,-0.471325
139.160000,0.257227,-0.143087,-0.075313,-0.452838
139.193333,0.254120,-0.156833,-0.037562,-0.410170
139.226667,0.254720,-0.170638,0.000335,-0.358234
139.260000,0.255378,-0.180735,0.007387,-0.302723
139.293333,0.256036,-0.190832,-0.007137,-0.243784
139.326667,0.253045,-0.197164,0.021686,-0.179345
139.360000,0.257469,-0.203612,0.053890,-0.096419
139.393333,0.258302,-0.202588,0.042455,-0.037528
139.426667,0.259076,-0.205271,0.055395,-0.000650
139.460000,0.263616,-0.204305,0.025764,0.080157
139.493333,0.260800,-0.199515,-0.000875,0.154737
139.526667,0.261691,-0.194784,0.019165,0.250215
139.560000,0.262699,-0.182638,0.026655,0.333529
139.593333,0.263707,-0.170492,0.033270,0.361236
