Time_s,VideoAnalysis: X (m),Distance_m,VideoAnalysis: X Velocity (m/s),VideoAnalysis: Y Velocity (m/s)
0.000000,0.435524,-0.129210,-0.316711,-1.495426
0.033333,0.427353,-0.177287,-0.373385,-1.536706
0.066667,0.407943,-0.232603,-0.359943,-1.523299
0.100000,0.401786,-0.283596,-0.305039,-1.383291
0.133333,0.392273,-0.326521,-0.363579,-1.178469
0.166667,0.375462,-0.361916,-0.373213,-0.965512
0.200000,0.366182,-0.390012,-0.354561,-0.773722
0.233333,0.353253,-0.414344,-0.360528,-0.563503
0.266667,0.340499,-0.427553,-0.320156,-0.354013
0.300000,0.331511,-0.437114,-0.270855,-0.166293
0.333333,0.322639,-0.439261,-0.227539,0.033882
0.366667,0.317590,-0.434051,-0.218593,0.209875
0.400000,0.308893,-0.425076,-0.231467,0.373851
0.433333,0.300312,-0.408687,-0.201333,0.521701
0.466667,0.295496,-0.388648,-0.171928,0.623212
0.500000,0.290681,-0.368610,-0.185238,0.759384
0.533333,0.282333,-0.337392,-0.177118,0.882860
0.566667,0.277634,-0.309939,-0.138056,1.008939
0.600000,0.273110,-0.271365,-0.098654,1.156643
0.633333,0.272351,-0.229142,-0.091748,1.202886
0.666667,0.267827,-0.190568,-0.106806,1.227843
0.700000,0.263361,-0.148286,-0.075233,1.270608
0.733333,0.262602,-0.106063,-0.034344,1.316317
0.766667,0.261902,-0.060133,-0.012233,1.346870
0.800000,0.261201,-0.014203,0.021312,1.318532
0.833333,0.264150,0.027962,0.029901,1.275136
0.866667,0.263391,0.070185,0.029348,1.239461
0.900000,0.266339,0.112350,0.021868,1.154496
0.933333,0.265464,0.147159,-0.000693,1.067815
0.968333,0.264647,0.185675,0.018818,0.970454
1.001667,0.267362,0.213011,0.023613,0.877890
1.035000,0.266429,0.244113,0.022174,0.782881
1.068333,0.269086,0.267742,0.013480,0.623389
1.101667,0.267919,0.284015,-0.013128,0.503294
1.135000,0.266753,0.300288,-0.005365,0.407380
1.168333,0.269235,0.312795,-0.035256,0.274976
1.201667,0.264187,0.318005,-0.052596,0.154736
1.235000,0.262846,0.323156,0.010387,0.033233
1.268333,0.265095,0.320835,0.079305,-0.103813
1.301667,0.267286,0.314807,0.167245,-0.210257
1.335000,0.276892,0.308662,0.226507,-0.371872
1.368333,0.286322,0.291395,0.180101,-0.571998
1.401667,0.288280,0.270538,0.142964,-0.772269
1.435000,0.293771,0.238501,0.152797,-0.933108
1.468333,0.299262,0.206464,0.148057,-1.038096
1.501667,0.304694,0.170720,0.124393,-1.167507
1.535000,0.306303,0.127620,0.132156,-1.263421
1.568333,0.311618,0.084462,0.187133,-1.304456
1.601667,0.320641,0.041245,0.201803,-1.354128
1.635000,0.325899,-0.005620,0.197937,-1.403508
1.668333,0.331157,-0.052486,0.259141,-1.441551
1.701667,0.343770,-0.103175,0.305577,-1.436100
1.735000,0.352735,-0.150099,0.318905,-1.374508
1.768333,0.365465,-0.193374,0.316301,-1.343566
1.801667,0.374430,-0.240297,0.295453,-1.293798
1.835000,0.383511,-0.279807,0.314960,-1.232303
1.868333,0.396241,-0.323082,0.310140,-1.145705
1.901667,0.405381,-0.358884,0.272503,-0.984430
1.935000,0.414637,-0.387272,0.231292,-0.853999
1.968333,0.420186,-0.415602,0.211608,-0.730087
2.001667,0.425851,-0.436517,0.269352,-0.595031
2.035000,0.438989,-0.453842,0.308074,-0.490577
2.068333,0.448420,-0.471108,0.292013,-0.332731
2.101667,0.458025,-0.477253,0.279576,-0.140951
2.135000,0.467689,-0.479691,0.248312,0.032585
2.168333,0.473762,-0.474656,0.235390,0.193472
2.201667,0.483600,-0.465972,0.215901,0.329741
2.235000,0.489790,-0.453523,0.156590,0.488267
2.268333,0.492389,-0.433601,0.137538,0.652340
2.301667,0.498753,-0.410030,0.121526,0.813276
2.335000,0.501527,-0.378987,0.080557,0.959153
2.368333,0.504359,-0.344236,0.032633,1.055698
2.401667,0.503483,-0.309428,-0.012008,1.164552
2.435000,0.502725,-0.267204,-0.034878,1.282334
2.468333,0.502024,-0.221274,-0.074311,1.329305
2.501667,0.497558,-0.178993,-0.107517,1.379268
2.535000,0.493209,-0.129297,-0.100658,1.422421
2.568333,0.492508,-0.083367,-0.134398,1.438402
2.601667,0.484452,-0.033613,-0.174365,1.451390
2.635000,0.480102,0.016083,-0.193872,1.389895
2.668333,0.471929,0.058423,-0.219078,1.338978
2.701667,0.463814,0.104469,-0.197021,1.305572
2.735000,0.459348,0.146751,-0.189441,1.237720
2.770000,0.451175,0.189090,-0.190587,1.164789
2.803333,0.446651,0.227664,-0.200982,1.053495
2.836667,0.438303,0.258883,-0.228298,0.947245
2.870000,0.429955,0.290101,-0.223943,0.852695
2.903333,0.425256,0.317553,-0.266386,0.708128
2.936667,0.413026,0.337708,-0.327558,0.551495
2.970000,0.400738,0.354156,-0.320717,0.396884
3.003333,0.392041,0.363131,-0.319667,0.267085
3.036667,0.379636,0.372164,-0.321802,0.131155
3.070000,0.370822,0.373725,-0.330894,-0.054107
3.103333,0.358185,0.367930,-0.355189,-0.223679
3.136667,0.345489,0.358427,-0.339128,-0.381525
3.170000,0.336384,0.341452,-0.341167,-0.511276
3.203333,0.323572,0.324535,-0.358701,-0.643874
3.236667,0.310643,0.300204,-0.327388,-0.814320
3.270000,0.301305,0.268400,-0.282990,-0.938621
3.303333,0.291967,0.236596,-0.244334,-1.035020
3.336667,0.286278,0.201027,-0.237105,-1.164917
3.370000,0.276765,0.158101,-0.244934,-1.269856
3.403333,0.267252,0.115176,-0.184215,-1.338792
3.436667,0.265095,0.068427,-0.138652,-1.388949
3.470000,0.259231,0.021736,-0.126635,-1.410769
3.503333,0.257074,-0.025013,-0.130210,-1.441613
3.536667,0.251152,-0.075411,-0.151883,-1.444363
3.570000,0.245288,-0.122102,-0.133008,-1.423029
3.603333,0.243131,-0.168851,-0.130016,-1.429256
3.636667,0.237209,-0.219249,-0.135418,-1.379730
3.670000,0.231403,-0.262232,-0.072127,-1.284932
3.703333,0.233012,-0.305333,-0.023991,-1.171356
3.736667,0.231030,-0.340960,-0.009498,-1.035620
3.770000,0.232813,-0.372939,-0.010985,-0.933624
3.803333,0.230890,-0.404859,-0.030280,-0.784997
3.836667,0.229141,-0.425658,-0.006083,-0.621604
3.870000,0.231099,-0.446515,0.002814,-0.448699
3.903333,0.229525,-0.456192,0.005775,-0.260251
3.936667,0.231716,-0.462221,0.001878,-0.114957
3.970000,0.230258,-0.464484,-0.017271,0.042938
4.003333,0.228917,-0.459332,0.003692,0.197112
4.036667,0.231341,-0.450532,0.005779,0.329953
4.070000,0.230116,-0.437966,-0.010427,0.478531
4.103333,0.229008,-0.417986,0.013334,0.614121
4.136667,0.231607,-0.398064,0.022037,0.774668
4.170000,0.230673,-0.366963,0.027844,0.947621
4.203333,0.233505,-0.332212,0.035576,1.046382
4.236667,0.232630,-0.297403,0.055617,1.141859
4.270000,0.235578,-0.255238,0.118471,1.208853
4.303333,0.242175,-0.216839,0.137978,1.270348
4.336667,0.245182,-0.170967,0.145224,1.338216
4.370000,0.251896,-0.125153,0.151500,1.344297
4.403333,0.254844,-0.082988,0.170667,1.384167
4.436667,0.261616,-0.033467,0.230092,1.429584
4.470000,0.272096,0.015995,0.241624,1.376872
4.503333,0.278751,0.058102,0.224928,1.316602
4.536667,0.285465,0.103916,0.244575,1.246382
4.570000,0.295769,0.142257,0.246315,1.152168
4.605000,0.302367,0.180656,0.245595,1.106363
4.638333,0.312671,0.218998,0.241147,1.028199
4.671667,0.319152,0.249983,0.218820,0.927885
4.705000,0.325633,0.280968,0.239017,0.817610
4.738333,0.335704,0.304480,0.243351,0.700119
4.771667,0.342069,0.328051,0.241312,0.570368
4.805000,0.352024,0.344149,0.232415,0.397463
4.838333,0.358155,0.352891,0.208654,0.261873
4.871667,0.364286,0.361633,0.225054,0.125652
4.905000,0.374008,0.362903,0.222287,-0.050438
4.938333,0.379907,0.356816,0.198429,-0.192207
4.971667,0.385805,0.350729,0.205270,-0.346818
5.005000,0.395236,0.333463,0.169006,-0.491482
5.038333,0.397252,0.316313,0.127243,-0.592798
5.071667,0.402917,0.295398,0.106572,-0.728436
5.105000,0.404759,0.267126,0.080013,-0.845442
5.138333,0.406601,0.238855,0.099890,-0.956997
5.171667,0.412033,0.203111,0.104467,-1.059041
5.205000,0.413758,0.167425,0.103253,-1.136274
5.238333,0.419132,0.127974,0.095716,-1.222678
5.271667,0.420741,0.084874,0.073217,-1.277945
5.305000,0.422350,0.041774,0.088275,-1.302903
5.338333,0.427665,-0.001385,0.075384,-1.336691
5.371667,0.429216,-0.048192,0.016590,-1.341947
5.405000,0.427117,-0.091234,-0.001752,-1.329299
5.438333,0.428668,-0.138041,-0.007154,-1.279773
5.471667,0.426627,-0.177376,-0.009030,-1.202491
5.505000,0.428294,-0.216769,-0.014529,-1.159144
5.538333,0.426254,-0.256103,-0.034892,-1.078482
5.571667,0.424330,-0.288024,-0.015240,-1.007719
5.605000,0.426055,-0.323710,-0.013832,-0.918129
5.638333,0.424190,-0.351923,-0.029844,-0.757194
5.671667,0.422441,-0.372722,-0.009220,-0.624645
5.705000,0.424399,-0.393579,-0.013263,-0.488618
5.738333,0.422767,-0.406963,-0.050706,-0.314985
5.771667,0.421251,-0.412933,-0.094958,-0.181417
5.805000,0.416027,-0.418845,-0.129991,-0.051083
5.838333,0.410921,-0.417343,-0.121337,0.106375
5.871667,0.409579,-0.412191,-0.152650,0.276821
5.905000,0.400940,-0.399509,-0.192988,0.462859
5.938333,0.396125,-0.379471,-0.221745,0.599274
5.971667,0.387602,-0.359374,-0.284679,0.723866
6.005000,0.375489,-0.331805,-0.304217,0.857046
6.038333,0.367141,-0.300587,-0.315166,0.946830
6.071667,0.355086,-0.269311,-0.335189,1.049117
6.105000,0.343147,-0.230620,-0.312011,1.147635
6.138333,0.334916,-0.191987,-0.304667,1.221682
6.171667,0.323036,-0.149590,-0.303454,1.298915
6.205000,0.314921,-0.103543,-0.306252,1.317499
6.238333,0.303041,-0.061145,-0.315617,1.311466
6.271667,0.291218,-0.015040,-0.254413,1.273423
6.305000,0.286694,0.023534,-0.208656,1.235624
6.338333,0.278521,0.065874,-0.196082,1.227604
6.371667,0.274055,0.108155,-0.199484,1.148819
6.405000,0.265766,0.143081,-0.219471,1.053276
6.440000,0.257476,0.178006,-0.199203,1.004077
6.473333,0.252893,0.212873,-0.190839,0.921290
6.506667,0.244487,0.240384,-0.171884,0.807535
6.540000,0.239788,0.267836,-0.112648,0.659361
6.573333,0.238622,0.284109,-0.096394,0.513872
6.606667,0.233748,0.300440,-0.091865,0.408739
6.640000,0.232523,0.313006,-0.088017,0.260355
6.673333,0.227475,0.318216,-0.071957,0.102509
6.706667,0.226075,0.319660,-0.012549,-0.049838
6.740000,0.228267,0.313632,0.004094,-0.170613
6.773333,0.226751,0.307662,0.005533,-0.275698
6.806667,0.228883,0.297926,-0.003316,-0.445513
6.840000,0.227134,0.277127,-0.027319,-0.596549
6.873333,0.225385,0.256328,-0.010434,-0.701877
6.906667,0.227285,0.231764,-0.012570,-0.837807
6.940000,0.225362,0.199844,-0.032902,-0.951820
6.973333,0.223438,0.167923,-0.012830,-1.051018
7.006667,0.225105,0.128530,-0.007622,-1.112901
7.040000,0.223123,0.092903,-0.005067,-1.146932
7.073333,0.224790,0.053510,0.000093,-1.211905
7.106667,0.222691,0.010468,0.018337,-1.230732
7.140000,0.224358,-0.028925,0.080075,-1.234792
7.173333,0.229674,-0.072083,0.098708,-1.228905
7.206667,0.231341,-0.111476,0.102186,-1.204239
7.240000,0.236715,-0.150927,0.095958,-1.207231
7.273333,0.238323,-0.194028,0.075207,-1.151284
7.306667,0.240048,-0.229713,0.098580,-1.040408
7.340000,0.245539,-0.261750,0.112102,-0.966459
7.373333,0.247322,-0.293729,0.134746,-0.901923
7.406667,0.252871,-0.322058,0.197698,-0.828751
7.440000,0.262127,-0.350446,0.218078,-0.711648
7.473333,0.267793,-0.371362,0.223837,-0.541784
7.506667,0.277282,-0.384921,0.219697,-0.411936
7.540000,0.283063,-0.398422,0.199917,-0.294203
7.573333,0.288962,-0.404509,0.226427,-0.180286
7.606667,0.298567,-0.410653,0.246856,-0.060095
7.640000,0.304582,-0.409326,0.289299,0.084472
7.673333,0.318069,-0.404407,0.325368,0.216778
7.706667,0.327908,-0.395724,0.318479,0.368300
7.740000,0.337863,-0.379625,0.342337,0.510069
7.773333,0.351583,-0.359878,0.343793,0.602748
7.806667,0.361597,-0.340073,0.326908,0.708076
7.840000,0.371726,-0.312853,0.350280,0.818951
7.873333,0.385563,-0.285692,0.355214,0.936297
7.906667,0.395810,-0.251058,0.344896,1.066242
7.940000,0.409821,-0.212775,0.299770,1.144203
7.973333,0.416419,-0.174375,0.238954,1.206960
8.006667,0.423074,-0.132269,0.246007,1.262470
8.040000,0.433437,-0.090221,0.240605,1.311996
8.073333,0.440151,-0.044407,0.210246,1.346464
8.106667,0.446864,0.001407,0.191418,1.328220
8.140000,0.453520,0.043514,0.157242,1.316396
8.173333,0.456527,0.089386,0.144496,1.291876
8.206667,0.463182,0.131492,0.134063,1.217878
8.240000,0.466072,0.169950,0.111296,1.154818
8.273333,0.468963,0.208408,0.128396,1.088351
8.306667,0.475502,0.243100,0.119397,1.002097
8.341667,0.478333,0.277851,0.078242,0.887378
8.375000,0.481049,0.305187,0.030534,0.733247
8.408333,0.479941,0.325167,-0.005233,0.613537
8.441667,0.478832,0.345147,0.008740,0.518401
8.475000,0.481373,0.361362,0.006604,0.382471
8.508333,0.480090,0.370220,-0.017060,0.253060
8.541667,0.478807,0.379079,-0.010170,0.101538
8.575000,0.481056,0.376757,-0.046483,-0.046215
8.608333,0.475891,0.374553,-0.088440,-0.159889
8.641667,0.474375,0.368583,-0.109743,-0.335688
8.675000,0.468977,0.351549,-0.136933,-0.492855
8.708333,0.463579,0.334516,-0.117298,-0.619856
8.741667,0.461772,0.310010,-0.113012,-0.740437
8.775000,0.456258,0.285562,-0.115002,-0.867098
8.808333,0.454334,0.253642,-0.123657,-1.024556
8.841667,0.448587,0.214365,-0.146592,-1.107628
8.875000,0.442897,0.178796,-0.128882,-1.160437
8.908333,0.440857,0.139461,-0.130532,-1.265474
8.941667,0.434993,0.092770,-0.149990,-1.323879
8.975000,0.429187,0.049787,-0.128608,-1.339666
9.008333,0.427031,0.003038,-0.125470,-1.336625
9.041667,0.421225,-0.039946,-0.137439,-1.311716
9.075000,0.419126,-0.082988,-0.183924,-1.320256
9.108333,0.409555,-0.129620,-0.245128,-1.282214
9.141667,0.400101,-0.168839,-0.234986,-1.226752
9.175000,0.394295,-0.211822,-0.230732,-1.152657
9.208333,0.384899,-0.247333,-0.228839,-1.032174
9.241667,0.379268,-0.279195,-0.233610,-0.942486
9.275000,0.369930,-0.310999,-0.253487,-0.830931
9.308333,0.360708,-0.335389,-0.232913,-0.701472
9.341667,0.355252,-0.356129,-0.231457,-0.608792
9.375000,0.346088,-0.376812,-0.248148,-0.491107
9.408333,0.337041,-0.390080,-0.224144,-0.340071
9.441667,0.331760,-0.399699,-0.215490,-0.182613
9.475000,0.322888,-0.401845,-0.213160,-0.034326
9.508333,0.317781,-0.400343,-0.217688,0.070808
9.541667,0.308967,-0.398782,-0.237032,0.216345
9.575000,0.300328,-0.386100,-0.213028,0.367382
9.608333,0.295396,-0.373476,-0.204811,0.497035
9.641667,0.286874,-0.353379,-0.202626,0.636055
9.675000,0.282116,-0.329634,-0.207155,0.741188
9.708333,0.273652,-0.305830,-0.226450,0.889815
9.741667,0.265362,-0.270905,-0.205438,1.047079
9.775000,0.260838,-0.232330,-0.201427,1.105727
9.808333,0.252549,-0.197405,-0.206780,1.158342
9.841667,0.244375,-0.155066,-0.144266,1.203711
9.875000,0.243558,-0.116550,-0.094400,1.230738
9.908333,0.239092,-0.074268,-0.068860,1.282868
9.941667,0.238392,-0.028338,-0.032128,1.260661
9.975000,0.237575,0.010178,-0.014126,1.226387
10.008333,0.236816,0.052401,0.019662,1.213496
10.041667,0.239706,0.090859,0.028718,1.199402
10.075000,0.238948,0.133082,0.028059,1.160834
10.108333,0.241838,0.171540,0.019820,1.034231
10.143333,0.240904,0.202641,0.000180,0.928330
10.176667,0.239971,0.233743,0.029261,0.847269
10.210000,0.242686,0.261079,0.067418,0.717355
10.243333,0.245285,0.281001,0.087283,0.600598
10.276667,0.247884,0.300923,0.119470,0.485760
10.310000,0.254073,0.313372,0.129982,0.368172
10.343333,0.256556,0.325879,0.140301,0.238227
10.376667,0.262629,0.330914,0.171565,0.064691
10.410000,0.268585,0.328535,0.188014,-0.068440
10.443333,0.274542,0.326155,0.216917,-0.195587
10.476667,0.284089,0.316303,0.217724,-0.340834
10.510000,0.289871,0.302802,0.197150,-0.470293
10.543333,0.295595,0.285594,0.216542,-0.612742
10.576667,0.304909,0.260913,0.220925,-0.727143
10.610000,0.310516,0.236291,0.219517,-0.816733
10.643333,0.319772,0.207903,0.211445,-0.937119
10.676667,0.325204,0.172159,0.188655,-1.010923
10.710000,0.330695,0.140122,0.209358,-1.069960
10.743333,0.339776,0.100613,0.214760,-1.119486
10.776667,0.345208,0.064869,0.214274,-1.150379
10.810000,0.354290,0.025359,0.207125,-1.212068
10.843333,0.359605,-0.017799,0.185306,-1.224085
10.876667,0.364980,-0.057250,0.204133,-1.205841
10.910000,0.374061,-0.096760,0.203987,-1.215109
10.943333,0.379377,-0.139918,0.186034,-1.177746
10.976667,0.384809,-0.175662,0.208484,-1.125567
11.010000,0.393890,-0.215172,0.215634,-1.063878
11.043333,0.399381,-0.247209,0.216896,-0.983556
11.076667,0.408578,-0.279304,0.211494,-0.934030
11.110000,0.414069,-0.311341,0.191519,-0.828654
11.143333,0.419676,-0.335963,0.215474,-0.680706
11.176667,0.429049,-0.356937,0.224128,-0.523249
11.210000,0.434830,-0.370438,0.226458,-0.374962
11.243333,0.444378,-0.380290,0.218889,-0.266690
11.276667,0.450218,-0.390083,0.187285,-0.114780
11.310000,0.456233,-0.388756,0.168330,0.055472
11.343333,0.462306,-0.383721,0.126730,0.161188
11.376667,0.464672,-0.378628,0.085373,0.282351
11.410000,0.467154,-0.366120,0.066126,0.434067
11.443333,0.469695,-0.349906,0.034619,0.592156
11.476667,0.468645,-0.326218,0.021454,0.737596
11.510000,0.471360,-0.298882,0.001285,0.830615
11.543333,0.470368,-0.271488,-0.058899,0.933533
11.576667,0.465786,-0.236621,-0.075881,1.032683
11.610000,0.464910,-0.201812,-0.080895,1.106923
11.643333,0.460386,-0.163238,-0.085860,1.184253
11.676667,0.459627,-0.121015,-0.103959,1.212348
11.710000,0.455103,-0.082440,-0.165406,1.234944
11.743333,0.446930,-0.040101,-0.186254,1.284713
11.776667,0.442522,0.005888,-0.198951,1.263282
11.810000,0.434291,0.044520,-0.220871,1.224852
11.843333,0.426118,0.086860,-0.198711,1.198031
11.876667,0.421594,0.125434,-0.190917,1.143753
11.911667,0.413362,0.164066,-0.191445,1.110165
11.945000,0.408838,0.202641,-0.201270,1.035150
11.978333,0.400490,0.233859,-0.225428,0.934865
12.011667,0.392142,0.265077,-0.205844,0.824600
12.045000,0.387385,0.288822,-0.201510,0.707109
12.078333,0.378921,0.312626,-0.203549,0.577358
12.111667,0.374047,0.328957,-0.212397,0.407543
12.145000,0.365350,0.337932,-0.236013,0.281221
12.178333,0.356652,0.346907,-0.216086,0.172755
12.211667,0.351604,0.352117,-0.206447,-0.000441
12.245000,0.342674,0.346263,-0.187298,-0.158335
12.278333,0.337450,0.340351,-0.130591,-0.285919
12.311667,0.335818,0.326967,-0.126306,-0.406500
12.345000,0.330478,0.313641,-0.165416,-0.535668
12.378333,0.325022,0.292900,-0.211336,-0.704901
12.411667,0.315742,0.264803,-0.234806,-0.821955
12.445000,0.306462,0.236707,-0.177274,-0.897021
12.478333,0.304538,0.204786,-0.131954,-0.962624
12.511667,0.298907,0.172924,-0.120762,-1.036962
12.545000,0.296925,0.137297,-0.125598,-1.148129
12.578333,0.291120,0.094313,-0.148097,-1.203396
12.611667,0.285372,0.055037,-0.129561,-1.203688
12.645000,0.283332,0.015702,-0.130095,-1.237670
12.678333,0.277526,-0.027282,-0.149165,-1.271361
12.711667,0.271721,-0.070265,-0.127491,-1.268612
12.745000,0.269622,-0.113307,-0.120585,-1.222369
12.778333,0.263875,-0.152584,-0.119420,-1.148226
12.811667,0.261893,-0.188211,-0.125016,-1.111057
12.845000,0.256145,-0.227488,-0.145670,-1.048931
12.878333,0.250514,-0.259350,-0.122492,-0.950413
12.911667,0.248590,-0.291270,-0.108338,-0.836302
12.945000,0.243076,-0.315718,-0.084626,-0.703802
12.978333,0.241327,-0.336517,-0.021335,-0.609004
13.011667,0.243285,-0.357374,-0.000857,-0.485723
13.045000,0.241653,-0.370758,0.004902,-0.315859
13.078333,0.243844,-0.376787,0.000762,-0.186011
13.111667,0.242328,-0.382757,-0.019019,-0.068277
13.145000,0.240928,-0.381312,0.004402,0.045687
13.178333,0.243236,-0.379927,0.015515,0.162936
13.211667,0.241953,-0.371068,0.030008,0.298671
13.245000,0.244435,-0.358560,0.065641,0.403174
13.278333,0.246918,-0.346053,0.086555,0.554259
13.311667,0.249575,-0.322424,0.120118,0.723686
13.345000,0.255997,-0.295146,0.127899,0.825536
13.378333,0.258713,-0.267810,0.123370,0.930669
13.411667,0.261545,-0.233059,0.186710,1.028557
13.445000,0.271791,-0.198425,0.234215,1.101972
13.478333,0.278388,-0.160026,0.247785,1.179010
13.511667,0.288751,-0.117978,0.245036,1.200684
13.545000,0.295348,-0.079578,0.223508,1.207203
13.578333,0.302004,-0.037471,0.245182,1.209952
13.611667,0.312308,0.000870,0.251409,1.212944
13.645000,0.318964,0.042976,0.251554,1.222212
13.678333,0.329327,0.085025,0.244056,1.158938
13.711667,0.335866,0.119717,0.220542,1.099123
13.745000,0.342463,0.158116,0.235391,1.039665
13.780000,0.352709,0.192750,0.233728,0.933816
13.813333,0.359132,0.220028,0.216970,0.871825
13.846667,0.365613,0.251013,0.238481,0.804152
13.880000,0.375684,0.274526,0.243545,0.712476
13.913333,0.382048,0.298097,0.239096,0.626024
13.946667,0.392062,0.317902,0.218425,0.490385
13.980000,0.398251,0.330351,0.154600,0.361605
14.013333,0.400734,0.342859,0.133685,0.210520
14.046667,0.406749,0.344186,0.125225,0.065420
14.080000,0.409056,0.345572,0.120486,-0.039569
14.113333,0.415013,0.343193,0.112026,-0.184669
14.146667,0.417146,0.333457,0.088022,-0.335706
14.180000,0.419220,0.320015,0.104470,-0.468837
14.213333,0.424944,0.302806,0.102189,-0.614035
14.246667,0.426844,0.278242,0.081760,-0.734227
14.280000,0.428744,0.253678,0.101686,-0.842692
14.313333,0.434234,0.221641,0.103319,-0.935420
14.346667,0.436018,0.189663,0.090234,-0.981566
14.380000,0.441508,0.157626,0.042632,-1.061160
14.413333,0.439468,0.118291,-0.020125,-1.121975
14.446667,0.437486,0.082663,-0.011682,-1.174639
14.480000,0.439095,0.039563,-0.009175,-1.211759
14.513333,0.437054,0.000229,-0.009030,-1.202491
14.546667,0.438721,-0.039164,-0.015548,-1.224019
14.580000,0.436623,-0.082206,-0.037125,-1.220590
14.613333,0.434582,-0.121541,-0.018055,-1.186899
14.646667,0.436249,-0.160934,-0.017521,-1.152917
14.680000,0.434209,-0.200269,-0.034698,-1.066125
14.713333,0.432285,-0.232189,-0.011568,-0.970696
14.746667,0.434069,-0.264168,-0.004176,-0.893560
14.780000,0.432203,-0.292381,-0.005760,-0.797743
14.813333,0.434103,-0.316945,-0.022888,-0.707862
14.846667,0.432296,-0.341451,-0.082442,-0.564783
14.880000,0.426956,-0.354777,-0.098550,-0.410026
14.913333,0.425324,-0.368162,-0.102496,-0.267820
14.946667,0.420100,-0.374074,-0.105908,-0.091633
14.980000,0.418701,-0.372629,-0.122356,0.041499
15.013333,0.413594,-0.371127,-0.182152,0.169132
15.046667,0.404897,-0.362152,-0.204585,0.314718
15.080000,0.399965,-0.349528,-0.227261,0.444857
15.113333,0.391384,-0.333138,-0.286766,0.591025
15.146667,0.379212,-0.309276,-0.303409,0.711800
15.180000,0.370748,-0.285473,-0.307888,0.820023
15.213333,0.358693,-0.254196,-0.309522,0.912751
15.246667,0.350345,-0.222978,-0.314972,0.959187
15.280000,0.338290,-0.191702,-0.335384,1.036760
15.313333,0.326351,-0.153011,-0.315974,1.092076
15.346667,0.318062,-0.118086,-0.312399,1.122921
15.380000,0.306123,-0.079395,-0.317753,1.175536
15.413333,0.294243,-0.036997,-0.256258,1.156030
15.446667,0.289661,-0.002130,-0.210403,1.124408
15.480000,0.281429,0.036502,-0.198095,1.121125
15.513333,0.276905,0.075076,-0.198922,1.051744
15.546667,0.268557,0.106294,-0.208428,0.989141
15.580000,0.260267,0.141220,-0.145864,0.921469
15.615000,0.259276,0.168614,-0.101242,0.869157
15.648333,0.254635,0.199774,-0.090775,0.833870
15.681667,0.253643,0.227168,-0.096111,0.719925
15.715000,0.248828,0.247207,-0.119555,0.613119
15.748333,0.244012,0.267245,-0.102475,0.520148
15.781667,0.242846,0.283518,-0.104611,0.384218
15.815000,0.237856,0.292435,-0.125186,0.254759
15.848333,0.232865,0.301352,-0.102850,0.102994
15.881667,0.231408,0.299089,-0.086595,-0.042495
15.915000,0.226243,0.296884,-0.048036,-0.145073
15.948333,0.228434,0.290855,-0.016190,-0.281537
15.981667,0.226801,0.277471,-0.027302,-0.398785
16.015000,0.225169,0.264086,-0.004335,-0.510389
16.048333,0.227127,0.243229,0.000193,-0.615522
16.081667,0.225378,0.222431,-0.001166,-0.702023
16.115000,0.227278,0.197866,-0.009189,-0.819320
16.148333,0.225354,0.165946,-0.031882,-0.886945
16.181667,0.223488,0.137733,-0.010888,-0.927446
16.215000,0.225272,0.105754,0.000256,-1.004873
16.248333,0.223290,0.070127,0.020958,-1.063909
16.281667,0.225015,0.034441,0.082065,-1.108130
16.315000,0.230389,-0.005010,0.100504,-1.114600
16.348333,0.232114,-0.040696,0.103884,-1.096113
16.381667,0.237547,-0.076440,0.097415,-1.114552
16.415000,0.239213,-0.115833,0.075886,-1.108033
16.448333,0.240939,-0.151519,0.098191,-1.065123
16.481667,0.246371,-0.187263,0.108430,-1.003482
16.515000,0.248154,-0.219241,0.122195,-0.914086
16.548333,0.253703,-0.247571,0.157439,-0.834298
16.581667,0.259252,-0.275901,0.177674,-0.726464
16.615000,0.264917,-0.296816,0.210606,-0.597198
16.648333,0.274348,-0.314083,0.215103,-0.507656
16.681667,0.280072,-0.331291,0.198218,-0.402329
16.715000,0.285912,-0.341085,0.224680,-0.291502
16.748333,0.295459,-0.350937,0.245060,-0.174399
16.781667,0.301415,-0.353316,0.287308,-0.042190
16.815000,0.314845,-0.352105,0.322747,0.049956
16.848333,0.324567,-0.350835,0.315324,0.167495
16.881667,0.334405,-0.342152,0.339327,0.318532
16.915000,0.348009,-0.329819,0.335624,0.476183
16.948333,0.358022,-0.310014,0.297745,0.622012
16.981667,0.368094,-0.286501,0.249821,0.718557
17.015000,0.374458,-0.262930,0.205180,0.827411
17.048333,0.380939,-0.231945,0.182310,0.945194
17.081667,0.387478,-0.197253,0.142877,0.992164
17.115000,0.390252,-0.166210,0.112809,1.045168
17.148333,0.393142,-0.127752,0.132219,1.100484
17.181667,0.399681,-0.093060,0.139320,1.159084
17.215000,0.402629,-0.050895,0.140339,1.223960
17.248333,0.409285,-0.008788,0.134015,1.214789
17.281667,0.412175,0.029670,0.112293,1.208950
17.315000,0.415123,0.071834,0.133724,1.196253
17.348333,0.421721,0.110234,0.139320,1.159084
17.381667,0.424611,0.148692,0.138616,1.123590
17.415000,0.431208,0.187091,0.130591,1.033001
17.448333,0.433982,0.218134,0.103252,0.923646
17.483333,0.436755,0.249178,0.107621,0.835343
